week,region,entropy,countryI,countryJ,flipProbability,hdiOverlap
2019-10-21/2019-10-27,Caucasus and Central Asia,3.6987743491380334,Georgia,Kazakhstan,0.975,True
2019-10-21/2019-10-27,Caucasus and Central Asia,3.6987743491380334,Georgia,Kyrgyzstan,0.985,True
2019-10-21/2019-10-27,Caucasus and Central Asia,3.6987743491380334,Georgia,Tajikistan,0.0075,False
2019-10-21/2019-10-27,Caucasus and Central Asia,3.6987743491380334,Georgia,Turkmenistan,0.005,False
2019-10-21/2019-10-27,Caucasus and Central Asia,3.6987743491380334,Georgia,Uzbekistan,1.0,False
2019-10-21/2019-10-27,Caucasus and Central Asia,3.6987743491380334,Kazakhstan,Kyrgyzstan,0.4825,True
2019-10-21/2019-10-27,Caucasus and Central Asia,3.6987743491380334,Kazakhstan,Tajikistan,0.0,False
2019-10-21/2019-10-27,Caucasus and Central Asia,3.6987743491380334,Kazakhstan,Turkmenistan,0.0,False
2019-10-21/2019-10-27,Caucasus and Central Asia,3.6987743491380334,Kazakhstan,Uzbekistan,0.895,True
2019-10-21/2019-10-27,Caucasus and Central Asia,3.6987743491380334,Kyrgyzstan,Tajikistan,0.0,False
2019-10-21/2019-10-27,Caucasus and Central Asia,3.6987743491380334,Kyrgyzstan,Turkmenistan,0.0025,False
2019-10-21/2019-10-27,Caucasus and Central Asia,3.6987743491380334,Kyrgyzstan,Uzbekistan,0.895,True
2019-10-21/2019-10-27,Caucasus and Central Asia,3.6987743491380334,Tajikistan,Turkmenistan,0.56,True
2019-10-21/2019-10-27,Caucasus and Central Asia,3.6987743491380334,Tajikistan,Uzbekistan,1.0,False
2019-10-21/2019-10-27,Caucasus and Central Asia,3.6987743491380334,Turkmenistan,Uzbekistan,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Afghanistan,Armenia,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Afghanistan,Azerbaijan,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Afghanistan,Georgia,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Afghanistan,Kazakhstan,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Afghanistan,Kyrgyzstan,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Afghanistan,Tajikistan,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Afghanistan,Turkmenistan,0.9775,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Afghanistan,Uzbekistan,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Armenia,Azerbaijan,0.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Armenia,Georgia,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Armenia,Kazakhstan,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Armenia,Kyrgyzstan,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Armenia,Tajikistan,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Armenia,Turkmenistan,0.5675,True
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Armenia,Uzbekistan,0.005,True
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Azerbaijan,Georgia,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Azerbaijan,Kazakhstan,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Azerbaijan,Kyrgyzstan,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Azerbaijan,Tajikistan,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Azerbaijan,Turkmenistan,0.825,True
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Azerbaijan,Uzbekistan,0.5075,True
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Georgia,Kazakhstan,0.035,True
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Georgia,Kyrgyzstan,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Georgia,Tajikistan,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Georgia,Turkmenistan,0.1125,True
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Georgia,Uzbekistan,0.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Kazakhstan,Kyrgyzstan,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Kazakhstan,Tajikistan,1.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Kazakhstan,Turkmenistan,0.195,True
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Kazakhstan,Uzbekistan,0.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Kyrgyzstan,Tajikistan,0.9625,True
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Kyrgyzstan,Turkmenistan,0.015,True
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Kyrgyzstan,Uzbekistan,0.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Tajikistan,Turkmenistan,0.005,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Tajikistan,Uzbekistan,0.0,False
2019-10-28/2019-11-03,Caucasus and Central Asia,2.445480824573657,Turkmenistan,Uzbekistan,0.2375,True
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Afghanistan,Armenia,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Afghanistan,Azerbaijan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Afghanistan,Georgia,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Afghanistan,Kazakhstan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Afghanistan,Kyrgyzstan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Afghanistan,Tajikistan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Afghanistan,Turkmenistan,0.99,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Afghanistan,Uzbekistan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Armenia,Azerbaijan,0.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Armenia,Georgia,1.0,True
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Armenia,Kazakhstan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Armenia,Kyrgyzstan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Armenia,Tajikistan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Armenia,Turkmenistan,0.28,True
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Armenia,Uzbekistan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Azerbaijan,Georgia,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Azerbaijan,Kazakhstan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Azerbaijan,Kyrgyzstan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Azerbaijan,Tajikistan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Azerbaijan,Turkmenistan,0.7325,True
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Azerbaijan,Uzbekistan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Georgia,Kazakhstan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Georgia,Kyrgyzstan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Georgia,Tajikistan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Georgia,Turkmenistan,0.105,True
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Georgia,Uzbekistan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Kazakhstan,Kyrgyzstan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Kazakhstan,Tajikistan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Kazakhstan,Turkmenistan,0.0225,True
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Kazakhstan,Uzbekistan,1.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Kyrgyzstan,Tajikistan,0.9,True
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Kyrgyzstan,Turkmenistan,0.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Kyrgyzstan,Uzbekistan,0.45,True
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Tajikistan,Turkmenistan,0.0,False
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Tajikistan,Uzbekistan,0.095,True
2019-11-04/2019-11-10,Caucasus and Central Asia,2.460865099058158,Turkmenistan,Uzbekistan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Afghanistan,Armenia,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Afghanistan,Azerbaijan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Afghanistan,Georgia,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Afghanistan,Kazakhstan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Afghanistan,Kyrgyzstan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Afghanistan,Tajikistan,0.9175,True
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Afghanistan,Turkmenistan,0.93,True
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Afghanistan,Uzbekistan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Armenia,Azerbaijan,0.005,True
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Armenia,Georgia,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Armenia,Kazakhstan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Armenia,Kyrgyzstan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Armenia,Tajikistan,0.3,True
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Armenia,Turkmenistan,0.31,True
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Armenia,Uzbekistan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Azerbaijan,Georgia,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Azerbaijan,Kazakhstan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Azerbaijan,Kyrgyzstan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Azerbaijan,Tajikistan,0.455,True
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Azerbaijan,Turkmenistan,0.5175,True
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Azerbaijan,Uzbekistan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Georgia,Kazakhstan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Georgia,Kyrgyzstan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Georgia,Tajikistan,0.0475,True
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Georgia,Turkmenistan,0.0875,True
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Georgia,Uzbekistan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Kazakhstan,Kyrgyzstan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Kazakhstan,Tajikistan,0.0075,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Kazakhstan,Turkmenistan,0.01,True
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Kazakhstan,Uzbekistan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Kyrgyzstan,Tajikistan,0.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Kyrgyzstan,Turkmenistan,0.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Kyrgyzstan,Uzbekistan,0.905,True
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Tajikistan,Turkmenistan,0.535,True
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Tajikistan,Uzbekistan,1.0,False
2019-11-11/2019-11-17,Caucasus and Central Asia,3.227030357784342,Turkmenistan,Uzbekistan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Afghanistan,Armenia,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Afghanistan,Azerbaijan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Afghanistan,Georgia,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Afghanistan,Kazakhstan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Afghanistan,Kyrgyzstan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Afghanistan,Tajikistan,0.9075,True
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Afghanistan,Turkmenistan,0.9175,True
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Afghanistan,Uzbekistan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Armenia,Azerbaijan,0.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Armenia,Georgia,0.6975,True
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Armenia,Kazakhstan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Armenia,Kyrgyzstan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Armenia,Tajikistan,0.2325,True
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Armenia,Turkmenistan,0.285,True
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Armenia,Uzbekistan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Azerbaijan,Georgia,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Azerbaijan,Kazakhstan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Azerbaijan,Kyrgyzstan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Azerbaijan,Tajikistan,0.525,True
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Azerbaijan,Turkmenistan,0.58,True
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Azerbaijan,Uzbekistan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Georgia,Kazakhstan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Georgia,Kyrgyzstan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Georgia,Tajikistan,0.215,True
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Georgia,Turkmenistan,0.26,True
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Georgia,Uzbekistan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Kazakhstan,Kyrgyzstan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Kazakhstan,Tajikistan,0.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Kazakhstan,Turkmenistan,0.01,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Kazakhstan,Uzbekistan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Kyrgyzstan,Tajikistan,0.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Kyrgyzstan,Turkmenistan,0.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Kyrgyzstan,Uzbekistan,0.9075,True
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Tajikistan,Turkmenistan,0.53,True
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Tajikistan,Uzbekistan,1.0,False
2019-11-18/2019-11-24,Caucasus and Central Asia,3.822797371316592,Turkmenistan,Uzbekistan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Afghanistan,Armenia,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Afghanistan,Azerbaijan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Afghanistan,Georgia,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Afghanistan,Kazakhstan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Afghanistan,Kyrgyzstan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Afghanistan,Tajikistan,0.965,True
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Afghanistan,Turkmenistan,0.9775,True
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Afghanistan,Uzbekistan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Armenia,Azerbaijan,0.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Armenia,Georgia,0.6725,True
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Armenia,Kazakhstan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Armenia,Kyrgyzstan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Armenia,Tajikistan,0.095,True
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Armenia,Turkmenistan,0.1125,True
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Armenia,Uzbekistan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Azerbaijan,Georgia,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Azerbaijan,Kazakhstan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Azerbaijan,Kyrgyzstan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Azerbaijan,Tajikistan,0.58,True
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Azerbaijan,Turkmenistan,0.6225,True
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Azerbaijan,Uzbekistan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Georgia,Kazakhstan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Georgia,Kyrgyzstan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Georgia,Tajikistan,0.07,True
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Georgia,Turkmenistan,0.09,True
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Georgia,Uzbekistan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Kazakhstan,Kyrgyzstan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Kazakhstan,Tajikistan,0.005,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Kazakhstan,Turkmenistan,0.0225,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Kazakhstan,Uzbekistan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Kyrgyzstan,Tajikistan,0.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Kyrgyzstan,Turkmenistan,0.005,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Kyrgyzstan,Uzbekistan,0.96,True
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Tajikistan,Turkmenistan,0.525,True
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Tajikistan,Uzbekistan,1.0,False
2019-11-25/2019-12-01,Caucasus and Central Asia,3.300041280327141,Turkmenistan,Uzbekistan,0.9975,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Afghanistan,Armenia,1.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Afghanistan,Azerbaijan,1.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Afghanistan,Georgia,1.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Afghanistan,Kazakhstan,1.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Afghanistan,Kyrgyzstan,1.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Afghanistan,Tajikistan,0.9625,True
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Afghanistan,Turkmenistan,0.955,True
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Afghanistan,Uzbekistan,1.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Armenia,Azerbaijan,0.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Armenia,Georgia,0.8725,True
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Armenia,Kazakhstan,1.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Armenia,Kyrgyzstan,1.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Armenia,Tajikistan,0.125,True
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Armenia,Turkmenistan,0.1775,True
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Armenia,Uzbekistan,1.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Azerbaijan,Georgia,1.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Azerbaijan,Kazakhstan,1.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Azerbaijan,Kyrgyzstan,1.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Azerbaijan,Tajikistan,0.595,True
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Azerbaijan,Turkmenistan,0.6475,True
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Azerbaijan,Uzbekistan,1.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Georgia,Kazakhstan,1.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Georgia,Kyrgyzstan,1.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Georgia,Tajikistan,0.0825,True
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Georgia,Turkmenistan,0.1275,True
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Georgia,Uzbekistan,1.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Kazakhstan,Kyrgyzstan,0.81,True
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Kazakhstan,Tajikistan,0.0025,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Kazakhstan,Turkmenistan,0.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Kazakhstan,Uzbekistan,0.9725,True
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Kyrgyzstan,Tajikistan,0.0025,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Kyrgyzstan,Turkmenistan,0.0,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Kyrgyzstan,Uzbekistan,0.875,True
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Tajikistan,Turkmenistan,0.5675,True
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Tajikistan,Uzbekistan,0.9975,False
2019-12-02/2019-12-08,Caucasus and Central Asia,3.7693766917221376,Turkmenistan,Uzbekistan,1.0,False
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Afghanistan,Armenia,1.0,False
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Afghanistan,Azerbaijan,1.0,False
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Afghanistan,Georgia,1.0,False
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Afghanistan,Kazakhstan,1.0,False
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Afghanistan,Kyrgyzstan,1.0,False
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Afghanistan,Tajikistan,0.935,True
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Afghanistan,Turkmenistan,0.9525,True
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Afghanistan,Uzbekistan,1.0,False
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Armenia,Azerbaijan,0.0,False
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Armenia,Georgia,0.9975,False
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Armenia,Kazakhstan,1.0,False
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Armenia,Kyrgyzstan,1.0,False
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Armenia,Tajikistan,0.295,True
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Armenia,Turkmenistan,0.295,True
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Armenia,Uzbekistan,1.0,False
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Azerbaijan,Georgia,1.0,False
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Azerbaijan,Kazakhstan,1.0,False
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Azerbaijan,Kyrgyzstan,1.0,False
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Azerbaijan,Tajikistan,0.625,True
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Azerbaijan,Turkmenistan,0.645,True
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Azerbaijan,Uzbekistan,1.0,False
2019-12-09/2019-12-15,Caucasus and Central Asia,3.181644460540585,Georgia,Kazakhstan,0.9925,True
